Sample_Name,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,data_processing.1,data_processing.2,platform_id,contact_name,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,cell line:ch1,cosmic_id:ch1,primary histology:ch1,primary site:ch1,Sample_Plate,Sample_Group,Pool_ID,Project,Sample_Well,Basename,filenames,Purity_Impute_Absolute,Gains,Amp,HetLoss,HomDel,Amp10
AU565,CellLine_AU565,GSM1669605,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,AU565,Homo sapiens,cell line: AU565,primary site: breast,primary histology: breast,cosmic_id: 910704,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669605/suppl/GSM1669605_7970376031_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669605/suppl/GSM1669605_7970376031_R03C02_Red.idat.gz,0,AU565,910704,breast,breast,,Tumor,,,,7970376031_R03C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669605/GSM1669605_7970376031_R03C02,0.774724166666665,BCL2L2-PABPN1;CDK6;ADAR;ARPC1A;CKS1B;E2F3;EEF1A2;EGFR;EIF2S1;ETV1;NKX2-8;AR;MDM4;MET;PAX9;PIK3CA;PIK3CG;DCUN1D1;EIF5A2;SMURF1;PTK6;SHC1;SKP2;SOX2;SOX4;NKX2-1;YWHAB;NCOA3;CHD1L;SETDB1,TRIB1;AURKA;ZNF217;CDC6,FGFR1;LSM1;WHSC1L1;PKN1;C8orf4;PTEN;RPS6KB1;PPM1D;BAG4;IST1,"",STARD3;ERBB2;GRB7;MYC
BCPAP,CellLine_BCPAP,GSM1669612,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,BCPAP,Homo sapiens,cell line: BCPAP,primary site: thyroid,primary histology: thyroid,cosmic_id: 924104,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669612/suppl/GSM1669612_8221932019_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669612/suppl/GSM1669612_8221932019_R05C02_Red.idat.gz,0,BCPAP,924104,thyroid,thyroid,,Tumor,,,,8221932019_R05C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669612/GSM1669612_8221932019_R05C02,0.722464666666666,CDK4;CDKN2C;YAP1;DNMT3B;EEF1A2;CD274;BIRC2;BIRC3;JUN;MDM2;MYCL1;PAK1;PIK3CD;TRIT1;C11orf30;PTK6;CCND1;RPS6KB1;SKP2;AURKA;YWHAB;ZNF217;YEATS4;NCOA3;DYRK2;PPM1D;FADD,"",CDK6;CDKN2A;ADAR;CDKN2B;ARPC1A;CKS1B;MET;PIK3CG;SMURF1;RB1;SHC1;BRCA2;TFDP1;CHD1L;SETDB1,"",""
BFTC905,CellLine_BFTC-905,GSM1669617,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,BFTC-905,Homo sapiens,cell line: BFTC-905,primary site: urogenital_system,primary histology: bladder,cosmic_id: 910926,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669617/suppl/GSM1669617_8359018052_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669617/suppl/GSM1669617_8359018052_R02C02_Red.idat.gz,0,BFTC-905,910926,bladder,urogenital_system,,Tumor,,,,8359018052_R02C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669617/GSM1669617_8359018052_R02C02,0.865216333333336,TRIB1;CDKN2C;PIK3CA;DCUN1D1;EIF5A2;CCND1;SOX2;YWHAZ;FADD;MTDH;IST1,MYC;MYCL1;TRIT1,CD274;AR,CDKN2A;CDKN2B,""
BFTC909,CellLine_BFTC-909,GSM1669618,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,BFTC-909,Homo sapiens,cell line: BFTC-909,primary site: kidney,primary histology: kidney,cosmic_id: 910698,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669618/suppl/GSM1669618_8221924118_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669618/suppl/GSM1669618_8221924118_R01C02_Red.idat.gz,0,BFTC-909,910698,kidney,kidney,,Tumor,,,,8221924118_R01C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669618/GSM1669618_8221924118_R01C02,0.755638500000001,CDK6;TRIB1;ARPC1A;DNMT3B;EEF1A2;EGFR;MET;MYC;RAB23;PIK3CA;PIK3CG;DCUN1D1;EIF5A2;SMURF1;PTK6;RB1;SOX2;AURKA;YWHAB;YWHAZ;ZNF217;NCOA3;MTDH,"",YAP1;FGFR1;GATA6;LSM1;BIRC2;BIRC3;KIT;WHSC1L1;C8orf4;LINC00290;BAG4,CDKN2A;CDKN2B;FAT1,CD274
BHT101,CellLine_BHT-101,GSM1669619,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,BHT-101,Homo sapiens,cell line: BHT-101,primary site: thyroid,primary histology: thyroid,cosmic_id: 906696,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669619/suppl/GSM1669619_8359018052_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669619/suppl/GSM1669619_8359018052_R06C01_Red.idat.gz,0,BHT-101,906696,thyroid,thyroid,,Tumor,,,,8359018052_R06C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669619/GSM1669619_8359018052_R06C01,0.716840333333333,CDK6;ADAR;ARPC1A;CKS1B;ETV1;AR;MET;NRAS;PAK1;PIK3CD;PIK3CG;C11orf30;SMURF1;CCND1;SHC1;SKP2;FADD;SETDB1,"",CDKN2A;CDKN2B;E2F3;FAT1;FGFR1;LSM1;CD274;WHSC1L1;C8orf4;SOX4;BRCA2;LINC00290;SLTM;BAG4,"",TRIB1;MYC
BHY,CellLine_BHY,GSM1669620,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,BHY,Homo sapiens,cell line: BHY,primary site: aero_digestive_tract,primary histology: head and neck,cosmic_id: 753535,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669620/suppl/GSM1669620_8221924119_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669620/suppl/GSM1669620_8221924119_R05C02_Red.idat.gz,0,BHY,753535,head and neck,aero_digestive_tract,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669620_8221924119_R05C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669620/GSM1669620_8221924119_R05C02,0.822395500000001,TRIB1;EEF1A2;EIF2S1;ETV1;CD274;HRAS;MYC;PTK6;AURKA;TFDP1;YWHAB;YWHAZ;ZNF217;TET1;NCOA3;MTDH,DNMT3B;PAK1;C11orf30;CCND1;SKP2;FADD,CDKN2A;CDKN2B;FAT1;NRAS;PAFAH1B1;LINC00290,"",""
BT20,CellLine_BT-20,GSM1669629,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,BT-20,Homo sapiens,cell line: BT-20,primary site: breast,primary histology: breast,cosmic_id: 906801,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669629/suppl/GSM1669629_7970368157_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669629/suppl/GSM1669629_7970368157_R04C01_Red.idat.gz,0,BT-20,906801,breast,breast,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669629_7970368157_R04C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669629/GSM1669629_7970368157_R04C01,0.797210500000001,AKT3;CKS1B;EEF1A2;ETV1;MITF;MYC;PIK3CA;DCUN1D1;EIF5A2;PTK6;SHC1;SKP2;SOX2;AURKA;YWHAB;ZNF217;NCOA3;RUVBL1;CHD1L;IST1,EGFR;NRAS,GATA6;PTEN,CDKN2A;CDKN2B,""
C3A,CellLine_C3A,GSM1669638,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,C3A,Homo sapiens,cell line: C3A,primary site: digestive_system,primary histology: liver,cosmic_id: 910850,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669638/suppl/GSM1669638_8359018100_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669638/suppl/GSM1669638_8359018100_R01C02_Red.idat.gz,0,C3A,910850,liver,digestive_system,,Tumor,,,,8359018100_R01C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669638/GSM1669638_8359018100_R01C02,0.697890666666668,YWHAQ;DNMT3B;E2F3;EEF1A2;MAP3K5;MYB;MYCN;RAB23;PIK3CD;PTEN;PTK6;REL;RPS6KB1;SOX4;AURKA;YWHAB;ZNF217;TET1;NCOA3;PLA2G10;PPM1D;IST1,"",CCNE1,"",""
C8166,CellLine_C8166,GSM1669640,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,C8166,Homo sapiens,cell line: C8166,primary site: blood,primary histology: T_cell_leukemia,cosmic_id: 906829,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669640/suppl/GSM1669640_7878191025_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669640/suppl/GSM1669640_7878191025_R05C02_Red.idat.gz,0,C8166,906829,T_cell_leukemia,blood,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669640_7878191025_R05C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669640/GSM1669640_7878191025_R05C02,0.558977833333333,BCL2L2-PABPN1;E2F3;EIF2S1;NKX2-8;MAP3K5;MYB;PAX9;RAB23;SOX4;NKX2-1;SLTM,"","","",""
CAKI1,CellLine_CAKI-1,GSM1669644,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,CAKI-1,Homo sapiens,cell line: CAKI-1,primary site: kidney,primary histology: kidney,cosmic_id: 905963,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669644/suppl/GSM1669644_8359026010_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669644/suppl/GSM1669644_8359026010_R05C01_Red.idat.gz,0,CAKI-1,905963,kidney,kidney,,Tumor,,,,8359026010_R05C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669644/GSM1669644_8359026010_R05C01,0.699350499999999,AKT3;TRIB1;ADAR;CKS1B;MDM4;MET;MYC;RPS6KB1;SHC1;YWHAZ;PPM1D;MTDH;CHD1L;IST1;SETDB1,"",BCL2L2-PABPN1;EIF2S1;FANCD2;NKX2-8;GATA6;MITF;PAX9;NKX2-1;LINC00290;VHL;SLTM,CDKN2A;CDKN2B,""
CAL120,CellLine_CAL-120,GSM1669645,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,CAL-120,Homo sapiens,cell line: CAL-120,primary site: breast,primary histology: breast,cosmic_id: 906826,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669645/suppl/GSM1669645_7970368144_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669645/suppl/GSM1669645_7970368144_R06C02_Red.idat.gz,0,CAL-120,906826,breast,breast,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669645_7970368144_R06C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669645/GSM1669645_7970368144_R06C02,0.800415166666667,AKT3;TRIB1;YAP1;DNMT3B;E2F3;EEF1A2;BIRC2;BIRC3;KRAS;RAB23;PIK3CB;PTK6;SKP2;SOX4;AURKA;YWHAB;ZNF217;TET1;NCOA3;EIF2A;DYRK2;CCND2;CCNE1,FGFR1;LSM1;MDM2;MYC;WHSC1L1;C8orf4;BAG4,CDKN2A;CDKN2B;CD274;PTEN;RB1;BRCA2;TFDP1,"",CDK4;YEATS4
CAL29,CellLine_CAL-29,GSM1669649,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,CAL-29,Homo sapiens,cell line: CAL-29,primary site: urogenital_system,primary histology: bladder,cosmic_id: 1290730,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669649/suppl/GSM1669649_8359018051_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669649/suppl/GSM1669649_8359018051_R04C02_Red.idat.gz,0,CAL-29,1290730,bladder,urogenital_system,,Tumor,,,,8359018051_R04C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669649/GSM1669649_8359018051_R04C02,0.864241166666668,CDK4;CDK6;DNMT3B;EEF1A2;EGFR;ETV1;KRAS;MDM2;PIK3CA;PIK3CB;DCUN1D1;EIF5A2;PTK6;SKP2;SOX2;AURKA;YWHAB;ZNF217;YEATS4;NCOA3;EIF2A;DYRK2;RUVBL1;CCND2,ARPC1A;SMURF1;CCND1;FADD,YAP1;FAT1;HRAS;BIRC2;BIRC3;KIT;MITF;PAFAH1B1;PAK1;PIK3CG;PKN1;C11orf30;RB1;BRCA2;TFDP1;LINC00290;PLA2G10,CDKN2A;CDKN2B,""
CAL54,CellLine_CAL-54,GSM1669653,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,CAL-54,Homo sapiens,cell line: CAL-54,primary site: kidney,primary histology: kidney,cosmic_id: 910952,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669653/suppl/GSM1669653_8221924120_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669653/suppl/GSM1669653_8221924120_R01C01_Red.idat.gz,0,CAL-54,910952,kidney,kidney,,Tumor,,,,8221924120_R01C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669653/GSM1669653_8221924120_R01C01,0.69997,CDK6;ARPC1A;EGFR;ETV1;MET;PIK3CG;SMURF1,"","",CDKN2A;CDKN2B,""
CAL62,CellLine_CAL-62,GSM1669654,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,CAL-62,Homo sapiens,cell line: CAL-62,primary site: thyroid,primary histology: thyroid,cosmic_id: 906828,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669654/suppl/GSM1669654_8359018051_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669654/suppl/GSM1669654_8359018051_R06C01_Red.idat.gz,0,CAL-62,906828,thyroid,thyroid,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669654_8359018051_R06C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669654/GSM1669654_8359018051_R06C01,0.767597666666667,TRIB1;DNMT3B;E2F3;EEF1A2;FANCD2;HRAS;MYC;RAB23;PIK3CA;PIK3CB;DCUN1D1;EIF5A2;C8orf4;PTK6;CCND1;SOX2;SOX4;AURKA;VHL;YWHAB;YWHAZ;ZNF217;NCOA3;EIF2A;RUVBL1;FADD;MTDH,"",FAT1;GATA6;KIT;MAP3K5;MITF;MYB;LINC00290,CDKN2A;CDKN2B,""
CAL851,CellLine_CAL-85-1,GSM1669657,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,CAL-85-1,Homo sapiens,cell line: CAL-85-1,primary site: breast,primary histology: breast,cosmic_id: 910852,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669657/suppl/GSM1669657_7970368027_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669657/suppl/GSM1669657_7970368027_R01C02_Red.idat.gz,0,CAL-85-1,910852,breast,breast,,Tumor,,,,7970368027_R01C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669657/GSM1669657_7970368027_R01C02,0.885403166666668,AKT3;CDKN2A;ADAR;CDKN2B;CKS1B;DNMT3B;E2F3;EGFR;GATA6;CD274;AR;KRAS;MET;PAFAH1B1;RAB23;PIK3CA;PIK3CG;DCUN1D1;MED29;EIF5A2;SHC1;SOX2;SOX4;EIF2A;CHD1L;SETDB1,MYB;SKP2,FAT1;MITF;PKN1;LINC00290,"",""
